,Loc_name,Status,Score,Match_type,Match_addr,LongLabel,ShortLabel,Addr_type,Type,PlaceName,Place_addr,Phone,URL,Rank,BuildingName,AddressNumber,AddNumFrom,AddNumTo,AddressRange,Side,StPreDir,StPreType,StName,StType,StDir,BldgType,BldgName,LevelType,LevelName,UnitType,UnitName,SubAddress,StAddr,Block,Sector,Neighborhood,District,City,MetroArea,Subregion,Region,RegionAbbr,Territory,Zone,Postal,PostalExt,Country,LangCode,Distance,X,Y,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax,Address,Address2,Address3,Neighborhood,City,Subregion,Region,Postal,Postal Extension,Country,Brand_Name,Site_Name,Street_Address,City_1,State,Zip,Phone_Num,Min_Elaps_hours,auth_cnt,OBJECTID
10,World,M,91.68,A,"2101 CR-542, Auburndale, Florida, 33823","2101 CR-542, Auburndale, FL, 33823, USA",2101 CR-542,PointAddress,,,"2101 CR-542, Auburndale, Florida, 33823",,,20.00,,2101,,,,R,,,CR-542,,,,,,,,,,2101 CR-542,,,,,Auburndale,,Polk,Florida,FL,,,33823,,USA,ENG,0.00,-81.81,28.03,-81.81,28.03,-81.82,-81.81,28.03,28.03,2101 STATE RD 542   ,,,,AUBURNDALE        ,,FL,33823    ,,,CITGO       ,KEN'S CITGO         ,2101 STATE RD 542   ,AUBURNDALE        ,FL,33823    ,(863) 967-2828,0.00,10.00,11
11,World,M,99.54,A,"2107 US Highway 92 W, Auburndale, Florida, 33823","2107 US Highway 92 W, Auburndale, FL, 33823, USA",2107 US Highway 92 W,PointAddress,,,"2107 US Highway 92 W, Auburndale, Florida, 33823",,,20.00,,2107,,,,R,,,US Highway 92,,W,,,,,,,,2107 US Highway 92 W,,,,,Auburndale,,Polk,Florida,FL,,,33823,,USA,ENG,0.00,-81.82,28.06,-81.82,28.06,-81.82,-81.81,28.06,28.06,2107 US HWY 92      ,,,,AUBURNDALE        ,,FL,33823    ,,,RACETRAC    ,RACETRAC 2300       ,2107 US HWY 92      ,AUBURNDALE        ,FL,33823    ,(770) 431-7600,0.00,21.00,12
12,World,M,100.00,A,"334 Havendale Blvd, Auburndale, Florida, 33823","334 Havendale Blvd, Auburndale, FL, 33823, USA",334 Havendale Blvd,StreetAddress,,,"334 Havendale Blvd, Auburndale, Florida, 33823",,,20.00,,334,354,302,302-354,L,,,Havendale,Blvd,,,,,,,,,334 Havendale Blvd,,,,,Auburndale,,Polk,Florida,FL,,,33823,,USA,ENG,0.00,-81.78,28.06,-81.78,28.06,-81.78,-81.78,28.05,28.06,334 HAVENDALE BLVD  ,,,,AUBURNDALE        ,,FL,33823    ,,,WAWA        ,WAWA 5137           ,334 HAVENDALE BLVD  ,AUBURNDALE        ,FL,33823    ,(610) 358-8000,0.00,31.00,13
13,World,M,88.00,A,"32530, Bagdad, Florida","32530, Bagdad, FL, USA",32530,Postal,,32530,"Bagdad, Florida, 32530",,,4.50,,,,,,,,,,,,,,,,,,,,,,,,Bagdad,,Santa Rosa,Florida,FL,,,32530,,USA,ENG,0.00,-87.03,30.60,-87.03,30.60,-87.04,-87.03,30.60,30.61,3675 GARCON POINT RD,,,,BAGDAD            ,,FL,325300000,,,CHVRNWF     ,CHEVRON 0210446     ,3675 GARCON POINT RD,BAGDAD            ,FL,325300000,(000) 000-0000,0.00,2.00,14
14,World,M,85.00,A,"32530, Bagdad, Florida","32530, Bagdad, FL, USA",32530,Postal,,32530,"Bagdad, Florida, 32530",,,4.50,,,,,,,,,,,,,,,,,,,,,,,,Bagdad,,Santa Rosa,Florida,FL,,,32530,,USA,ENG,0.00,-87.03,30.60,-87.03,30.60,-87.04,-87.03,30.60,30.61,4198 GARCON POINT RO,,,,BAGDAD            ,,FL,32530    ,,,CITGO       ,TOM THUMB 32        ,4198 GARCON POINT RO,BAGDAD            ,FL,32530    ,(850) 626-0877,0.00,8.00,15
15,World,M,100.00,A,"5612 Highway 4, Baker, Florida, 32531","5612 Highway 4, Baker, FL, 32531, USA",5612 Highway 4,PointAddress,,,"5612 Highway 4, Baker, Florida, 32531",,,20.00,,5612,,,,L,,,Highway 4,,,,,,,,,,5612 Highway 4,,,,,Baker,,Okaloosa,Florida,FL,,,32531,,USA,ENG,0.00,-86.68,30.78,-86.68,30.78,-86.68,-86.68,30.78,30.79,5612 HWY 4          ,,,,BAKER             ,,FL,325310000,,,CHVRNWF     ,CHEVRON 0307700     ,5612 HWY 4          ,BAKER             ,FL,325310000,(850) 682-8337,0.00,9.00,16
16,World,M,100.00,A,"89 US-301 N, Jacksonville, Florida, 32234","89 US-301 N, Jacksonville, FL, 32234, USA",89 US-301 N,PointAddress,,,"89 US-301 N, Jacksonville, Florida, 32234",,,20.00,,89,,,,R,,,US-301,,N,,,,,,,,89 US-301 N,,,,,Jacksonville,,Duval,Florida,FL,,,32234,,USA,ENG,0.00,-81.97,30.30,-81.97,30.30,-81.97,-81.97,30.30,30.30,89 US HWY 301 NORTH ,,,,BALDWIN           ,,FL,32234    ,,,UNBRANDED   ,BALDWIN KWIK MART   ,89 US HWY 301 NORTH ,BALDWIN           ,FL,32234    ,(904) 266-9177,0.00,5.00,17
17,World,M,99.90,A,"1024 US-301, Jacksonville, Florida, 32234","1024 US-301, Jacksonville, FL, 32234, USA",1024 US-301,StreetAddress,,,"1024 US-301, Jacksonville, Florida, 32234",,,20.00,,1024,1004,1842,1004-1842,L,,,US-301,,,,,,,,,,1024 US-301,,,,,Jacksonville,,Duval,Florida,FL,,,32234,,USA,ENG,0.00,-81.97,30.32,-81.97,30.32,-81.97,-81.97,30.32,30.32,1024 US HIGHWAY 301 ,,,,BALDWIN           ,,FL,322343600,,,SHELL       ,JAX TRAVEL CENTER   ,1024 US HIGHWAY 301 ,BALDWIN           ,FL,322343600,(904) 266-4281,0.00,4.00,18
18,World,M,99.90,A,"1050 US-301, Jacksonville, Florida, 32234","1050 US-301, Jacksonville, FL, 32234, USA",1050 US-301,StreetAddress,,,"1050 US-301, Jacksonville, Florida, 32234",,,20.00,,1050,1004,1842,1004-1842,L,,,US-301,,,,,,,,,,1050 US-301,,,,,Jacksonville,,Duval,Florida,FL,,,32234,,USA,ENG,0.00,-81.97,30.32,-81.97,30.32,-81.97,-81.96,30.32,30.32,1050 US 301         ,,,,BALDWIN           ,,FL,32234    ,,,PILOT       ,PILOT SITE 087      ,1050 US 301         ,BALDWIN           ,FL,32234    ,(904) 266-4238,0.00,56.00,19
19,World,M,90.96,A,"1385 N Broadway Ave, Bartow, Florida, 33830","1385 N Broadway Ave, Bartow, FL, 33830, USA",1385 N Broadway Ave,StreetAddress,,,"1385 N Broadway Ave, Bartow, Florida, 33830",,,20.00,,1385,1137,1385,1137-1385,L,N,,Broadway,Ave,,,,,,,,,1385 N Broadway Ave,,,Richland Manor,,Bartow,,Polk,Florida,FL,,,33830,,USA,ENG,0.00,-81.84,27.91,-81.84,27.91,-81.84,-81.84,27.91,27.91,1385 NORTH BROAD    ,,,,BARTOW            ,,FL,338300000,,,SUNOCO      ,SUNOCO SRVC STATION ,1385 NORTH BROAD    ,BARTOW            ,FL,338300000,(863) 519-0329,1.00,6.00,20
20,World,M,100.00,A,"1501 Broad Cswy, Miami Beach, Florida, 33154","1501 Broad Cswy, Miami Beach, FL, 33154, USA",1501 Broad Cswy,StreetAddress,,,"1501 Broad Cswy, Miami Beach, Florida, 33154",,,20.00,,1501,1401,1799,1401-1799,R,,,Broad,Cswy,,,,,,,,,1501 Broad Cswy,,,,,Miami Beach,Miami-Fort Lauderdale Metro Area,Miami-Dade,Florida,FL,,,33154,,USA,ENG,0.00,-80.14,25.89,-80.14,25.89,-80.14,-80.14,25.89,25.89,1501 BROAD CAUSEWAY ,,,,BAY HARBOR ISLAND ,,FL,331540000,,,CHVRNWF     ,CHEVRON 0352184     ,1501 BROAD CAUSEWAY ,BAY HARBOR ISLAND ,FL,331540000,(305) 891-6571,0.00,2.00,21
21,World,M,98.84,A,"1110 S Main St, Bell, Florida, 32619","1110 S Main St, Bell, FL, 32619, USA",1110 S Main St,PointAddress,,,"1110 S Main St, Bell, Florida, 32619",,,20.00,,1110,,,,R,S,,Main,St,,,,,,,,,1110 S Main St,,,,,Bell,,Gilchrist,Florida,FL,,,32619,,USA,ENG,0.00,-82.86,29.75,-82.86,29.75,-82.86,-82.86,29.75,29.76,1110 S MAIN         ,,,,BELL              ,,FL,32619    ,,,UNBRANDED   ,JIFFY FOOD STORE 316,1110 S MAIN         ,BELL              ,FL,32619    ,(352) 498-3136,0.00,7.00,22
22,World,M,100.00,A,"125 SW 16th St, Belle Glade, Florida, 33430","125 SW 16th St, Belle Glade, FL, 33430, USA",125 SW 16th St,StreetAddress,,,"125 SW 16th St, Belle Glade, Florida, 33430",,,20.00,,125,199,29,29-199,R,SW,,16th,St,,,,,,,,,125 SW 16th St,,,,,Belle Glade,,Palm Beach,Florida,FL,,,33430,,USA,ENG,0.00,-80.68,26.69,-80.68,26.69,-80.68,-80.68,26.68,26.69,125 SW 16TH ST      ,,,,BELLE GLADE       ,,FL,33430    ,,,UNBRANDED   ,J.E. WILSON & SON   ,125 SW 16TH ST      ,BELLE GLADE       ,FL,33430    ,(561) 996-2585,1.00,1.00,23
23,World,M,99.55,A,"20961 Central Ave E, Blountstown, Florida, 32424","20961 Central Ave E, Blountstown, FL, 32424, USA",20961 Central Ave E,PointAddress,,,"20961 Central Ave E, Blountstown, Florida, 32424",,,20.00,,20961,,,,L,,,Central,Ave,E,,,,,,,,20961 Central Ave E,,,,,Blountstown,,Calhoun,Florida,FL,,,32424,,USA,ENG,0.00,-85.04,30.44,-85.04,30.44,-85.04,-85.04,30.44,30.44,20961 CENTRAL AVE.  ,,,,BLOUNTSTOWN       ,,FL,324242339,,,CHVRNWF     ,CHEVRON 0053424     ,20961 CENTRAL AVE.  ,BLOUNTSTOWN       ,FL,324242339,(000) 000-0000,2.00,1.00,24
24,World,M,100.00,A,"20406 Central Ave W, Blountstown, Florida, 32424","20406 Central Ave W, Blountstown, FL, 32424, USA",20406 Central Ave W,PointAddress,,,"20406 Central Ave W, Blountstown, Florida, 32424",,,20.00,,20406,,,,R,,,Central,Ave,W,,,,,,,,20406 Central Ave W,,,,,Blountstown,,Calhoun,Florida,FL,,,32424,,USA,ENG,0.00,-85.05,30.44,-85.05,30.44,-85.05,-85.05,30.44,30.44,20406 CENTRAL AVE. W,,,,BLOUNTSTOWN       ,,FL,324240000,,,CHVRNWF     ,TEXACO 0355288      ,20406 CENTRAL AVE. W,BLOUNTSTOWN       ,FL,324240000,(850) 674-8219,0.00,2.00,25
25,World,M,99.78,A,"19937 Central Ave W, Blountstown, Florida, 32424","19937 Central Ave W, Blountstown, FL, 32424, USA",19937 Central Ave W,PointAddress,,,"19937 Central Ave W, Blountstown, Florida, 32424",,,20.00,,19937,,,,L,,,Central,Ave,W,,,,,,,,19937 Central Ave W,,,,,Blountstown,,Calhoun,Florida,FL,,,32424,,USA,ENG,0.00,-85.06,30.44,-85.06,30.44,-85.06,-85.06,30.44,30.44,19937 W CENTRAL AVE ,,,,BLOUNTSTOWN       ,,FL,32424    ,,,UNBRANDED   ,WEST END QUICK PIC G,19937 W CENTRAL AVE ,BLOUNTSTOWN       ,FL,32424    ,(850) 674-8524,0.00,2.00,26
26,World,M,100.00,A,"20385 State Road 7, Boca Raton, Florida, 33498","20385 State Road 7, Boca Raton, FL, 33498, USA",20385 State Road 7,PointAddress,,,"20385 State Road 7, Boca Raton, Florida, 33498",,,20.00,,20385,,,,L,,,State Road 7,,,,,,,,,,20385 State Road 7,,,Mission Bay Plaza,,Boca Raton,Miami-Fort Lauderdale Metro Area,Palm Beach,Florida,FL,,,33498,,USA,ENG,0.00,-80.20,26.37,-80.20,26.37,-80.21,-80.20,26.37,26.37,20385 STATE RD 7    ,,,,BOCA RATON        ,,FL,334986741,,,EXXONMOB    ,7-ELEVEN 34771      ,20385 STATE RD 7    ,BOCA RATON        ,FL,334986741,(561) 479-2376,2.00,6.00,27
27,World,M,100.00,A,"8100 Glades Rd, Boca Raton, Florida, 33434","8100 Glades Rd, Boca Raton, FL, 33434, USA",8100 Glades Rd,PointAddress,,,"8100 Glades Rd, Boca Raton, Florida, 33434",,,20.00,,8100,,,,L,,,Glades,Rd,,,,,,,,,8100 Glades Rd,,,,,Boca Raton,Miami-Fort Lauderdale Metro Area,Palm Beach,Florida,FL,,,33434,,USA,ENG,0.00,-80.17,26.37,-80.17,26.37,-80.17,-80.17,26.37,26.37,8100 GLADES RD      ,,,,BOCA RATON        ,,FL,334344004,,,EXXONMOB    ,7-ELEVEN 34800      ,8100 GLADES RD      ,BOCA RATON        ,FL,334344004,(561) 488-9354,0.00,12.00,28
28,World,M,100.00,A,"23077 State Road 7, Boca Raton, Florida, 33428","23077 State Road 7, Boca Raton, FL, 33428, USA",23077 State Road 7,StreetAddress,,,"23077 State Road 7, Boca Raton, Florida, 33428",,,20.00,,23077,23081,23059,23059-23081,L,,,State Road 7,,,,,,,,,,23077 State Road 7,,,Boca Entrada,,Boca Raton,Miami-Fort Lauderdale Metro Area,Palm Beach,Florida,FL,,,33428,,USA,ENG,0.00,-80.20,26.33,-80.20,26.33,-80.20,-80.20,26.33,26.33,23077 STATE ROAD 7  ,,,,BOCA RATON        ,,FL,33428    ,,,CUMBERLAND F,9551                ,23077 STATE ROAD 7  ,BOCA RATON        ,FL,33428    ,(812) 350-6745,0.00,4.00,29
29,World,M,100.00,A,"7176 Beracasa Way, Boca Raton, Florida, 33433","7176 Beracasa Way, Boca Raton, FL, 33433, USA",7176 Beracasa Way,PointAddress,,,"7176 Beracasa Way, Boca Raton, Florida, 33433",,,20.00,,7176,,,,L,,,Beracasa,Way,,,,,,,,,7176 Beracasa Way,,,Del Mar Plaza,,Boca Raton,Miami-Fort Lauderdale Metro Area,Palm Beach,Florida,FL,,,33433,,USA,ENG,0.00,-80.16,26.35,-80.16,26.35,-80.16,-80.16,26.35,26.35,7176 BERACASA WAY   ,,,,BOCA RATON        ,,FL,33433    ,,,EXXONMOB    ,BOCA DEL MAR'S MART ,7176 BERACASA WAY   ,BOCA RATON        ,FL,33433    ,(772) 285-7749,0.00,13.00,30
30,World,M,100.00,A,"7035 W Camino Real, Boca Raton, Florida, 33433","7035 W Camino Real, Boca Raton, FL, 33433, USA",7035 W Camino Real,PointAddress,,,"7035 W Camino Real, Boca Raton, Florida, 33433",,,20.00,,7035,,,,L,W,,Camino Real,,,,,,,,,,7035 W Camino Real,,,Camino Real Centre,,Boca Raton,Miami-Fort Lauderdale Metro Area,Palm Beach,Florida,FL,,,33433,,USA,ENG,0.00,-80.15,26.34,-80.15,26.34,-80.16,-80.15,26.34,26.35,7035 W CAMINO REAL  ,,,,BOCA RATON        ,,FL,334335534,,,CHVRNWF     ,CHEVRON 0047205     ,7035 W CAMINO REAL  ,BOCA RATON        ,FL,334335534,(561) 392-2700,0.00,26.00,31
31,World,M,100.00,A,"7006 Palmetto Cir N, Boca Raton, Florida, 33433","7006 Palmetto Cir N, Boca Raton, FL, 33433, USA",7006 Palmetto Cir N,PointAddress,,,"7006 Palmetto Cir N, Boca Raton, Florida, 33433",,,20.00,,7006,,,,R,,,Palmetto,Cir,N,,,,,,,,7006 Palmetto Cir N,,,Del Mar Plaza,,Boca Raton,Miami-Fort Lauderdale Metro Area,Palm Beach,Florida,FL,,,33433,,USA,ENG,0.00,-80.15,26.35,-80.15,26.35,-80.16,-80.15,26.35,26.35,7006 PALMETTO CIR N ,,,,BOCA RATON        ,,FL,334331039,,,SHELL       ,SHELL SERVICE STATIO,7006 PALMETTO CIR N ,BOCA RATON        ,FL,334331039,(561) 544-6822,0.00,6.00,32
32,World,M,100.00,A,"7988 Glades Rd, Boca Raton, Florida, 33434","7988 Glades Rd, Boca Raton, FL, 33434, USA",7988 Glades Rd,StreetAddress,,,"7988 Glades Rd, Boca Raton, Florida, 33434",,,20.00,,7988,7998,7918,7918-7998,R,,,Glades,Rd,,,,,,,,,7988 Glades Rd,,,,,Boca Raton,Miami-Fort Lauderdale Metro Area,Palm Beach,Florida,FL,,,33434,,USA,ENG,0.00,-80.17,26.37,-80.17,26.37,-80.17,-80.17,26.37,26.37,7988 GLADES RD      ,,,,BOCA RATON        ,,FL,334344114,,,SHELL       ,SHELL SERVICE STATIO,7988 GLADES RD      ,BOCA RATON        ,FL,334344114,(561) 483-5863,0.00,4.00,33
33,World,M,100.00,A,"405 Saint Johns Rd, Bonifay, Florida, 32425","405 Saint Johns Rd, Bonifay, FL, 32425, USA",405 Saint Johns Rd,PointAddress,,,"405 Saint Johns Rd, Bonifay, Florida, 32425",,,20.00,,405,,,,L,,,Saint Johns,Rd,,,,,,,,,405 Saint Johns Rd,,,,,Bonifay,,Holmes,Florida,FL,,,32425,,USA,ENG,0.00,-85.69,30.77,-85.69,30.77,-85.69,-85.68,30.77,30.77,405 SAINT JOHNS RD  ,,,,BONIFAY           ,,FL,324254237,,,SHELL       ,B & P #3            ,405 SAINT JOHNS RD  ,BONIFAY           ,FL,324254237,(850) 768-9636,0.00,3.00,34
34,World,M,98.40,M,"10 SR-79, Bonifay, Florida, 32425","10 SR-79, Bonifay, FL, 32425, USA",10 SR-79,StreetAddress,,,"10 SR-79, Bonifay, Florida, 32425",,,20.00,,10,2,116,2-116,R,,,SR-79,,,,,,,,,,10 SR-79,,,,,Bonifay,,Holmes,Florida,FL,,,32425,,USA,ENG,0.00,-85.68,30.79,-85.68,30.79,-85.68,-85.68,30.79,30.79,I-10 SR 79          ,,,,BONIFAY           ,,FL,324250000,,,CHVRNWF     ,CHEVRON 0052003     ,I-10 SR 79          ,BONIFAY           ,FL,324250000,(000) 000-0000,0.00,8.00,35
35,World,M,100.00,A,"1102 N Waukesha St, Bonifay, Florida, 32425","1102 N Waukesha St, Bonifay, FL, 32425, USA",1102 N Waukesha St,StreetAddress,,,"1102 N Waukesha St, Bonifay, Florida, 32425",,,20.00,,1102,1100,1164,1100-1164,R,N,,Waukesha,St,,,,,,,,,1102 N Waukesha St,,,,,Bonifay,,Holmes,Florida,FL,,,32425,,USA,ENG,0.00,-85.68,30.80,-85.68,30.80,-85.68,-85.68,30.80,30.80,1102 N WAUKESHA ST  ,,,,BONIFAY           ,,FL,32425    ,,,EXXONMOB    ,EXPRESS LANE #769   ,1102 N WAUKESHA ST  ,BONIFAY           ,FL,32425    ,(850) 547-4230,1.00,6.00,36
36,World,M,97.37,A,"2101 S Waukesha St, Bonifay, Florida, 32425","2101 S Waukesha St, Bonifay, FL, 32425, USA",2101 S Waukesha St,StreetAddress,,,"2101 S Waukesha St, Bonifay, Florida, 32425",,,20.00,,2101,2113,2101,2101-2113,L,S,,Waukesha,St,,,,,,,,,2101 S Waukesha St,,,,,Bonifay,,Holmes,Florida,FL,,,32425,,USA,ENG,0.00,-85.68,30.77,-85.68,30.77,-85.69,-85.68,30.77,30.77,2101 S WAUKEAHA ST  ,,,,BONIFAY           ,,FL,32425    ,,,CITGO       ,TOM THUMB 152       ,2101 S WAUKEAHA ST  ,BONIFAY           ,FL,32425    ,(850) 547-4258,0.00,21.00,37
37,World,M,100.00,A,"602 S Waukesha St, Bonifay, Florida, 32425","602 S Waukesha St, Bonifay, FL, 32425, USA",602 S Waukesha St,StreetAddress,,,"602 S Waukesha St, Bonifay, Florida, 32425",,,20.00,,602,712,452,452-712,R,S,,Waukesha,St,,,,,,,,,602 S Waukesha St,,,,,Bonifay,,Holmes,Florida,FL,,,32425,,USA,ENG,0.00,-85.68,30.79,-85.68,30.79,-85.68,-85.68,30.78,30.79,602 S WAUKESHA ST   ,,,,BONIFAY           ,,FL,32425    ,,,CITGO       ,TOM THUMB 88        ,602 S WAUKESHA ST   ,BONIFAY           ,FL,32425    ,(850) 547-3198,3.00,4.00,38
